,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area,cityCenters_nearest,days_exposition
10856,4500000,46.1,2,2.55,9,30.2,4,7.0,11004.0,5
10857,4650000,42.0,2,2.7,4,22.4,1,9.3,1996.0,4
10858,12900000,106.0,4,2.7,7,63.0,2,12.0,4596.0,302
10861,5900000,45.0,1,2.77,24,20.0,11,10.0,12348.0,18
10862,4500000,43.8,2,2.5,9,27.1,3,6.6,13745.0,66
10863,4650000,40.0,1,2.6,16,20.0,7,10.8,16850.0,27
10864,6200000,55.0,2,3.0,5,33.0,5,8.4,6126.0,20
10866,4250000,58.0,3,2.55,9,39.5,7,6.5,15618.0,92
10867,56844500,177.9,3,2.7,6,87.2,5,87.2,318.0,95
10869,7950000,62.0,2,2.7,16,31.43,11,12.66,13962.0,266
10871,3100000,32.7,1,2.5,12,17.9,9,6.4,15947.0,45
10873,3800000,39.0,1,2.65,12,20.0,5,10.3,14038.0,59
10874,10800000,65.0,2,2.8,17,24.0,15,23.0,12030.0,60
10875,3000000,43.9,2,2.7,5,28.0,4,6.0,16181.0,147
10876,3350000,31.0,1,2.5,5,18.0,2,6.5,11949.0,95
10877,6850000,56.5,2,2.6,9,29.5,6,8.7,12874.0,3
10878,4500000,48.0,2,2.7,12,33.0,7,8.2,10680.0,109
10882,3300000,26.0,1,2.7,16,20.0,9,4.0,16556.0,185
10883,4000000,35.0,1,2.7,23,15.71,10,8.35,12218.0,93
10884,11600000,86.4,3,2.75,25,48.2,11,13.2,14303.0,95
10885,5150000,41.0,1,2.7,24,18.0,20,10.0,13417.0,60
10886,18500000,74.0,3,3.65,4,52.0,4,9.0,2247.0,93
10887,4750000,47.0,2,2.6,5,28.0,3,6.0,8302.0,30
10888,14000000,97.4,3,2.5,5,59.9,4,20.8,1906.0,445
10889,4190000,40.6,1,2.7,16,20.0,8,10.0,11204.0,45
10891,12922000,87.0,2,2.7,9,44.0,7,43.0,6031.0,348
10892,4600000,40.0,1,2.5,17,20.0,12,10.0,12245.0,45
10893,13900000,76.0,3,3.0,7,38.0,7,23.0,9233.0,147
10895,3400000,34.0,1,2.55,12,18.0,11,6.5,15232.0,864
10896,3700000,41.7,1,2.8,17,16.5,7,12.0,14853.0,286
10898,7550000,42.8,1,2.5,25,21.4,2,12.0,12318.0,95
10900,5000000,59.4,3,2.7,9,41.7,3,6.0,11564.0,54
10902,7600000,58.0,2,2.7,4,50.0,2,8.0,2432.0,111
10910,5800000,74.0,3,2.7,12,36.0,11,20.0,13643.0,172
10911,4550000,46.0,2,2.7,9,28.0,9,7.0,15014.0,292
10914,7400000,60.8,2,2.5,8,32.24469297056277,7,28.55530702943723,5614.0,60
10915,3850000,50.0,4,2.5,5,36.0,1,5.0,15063.0,792
10917,10000000,62.3,2,2.7,6,20.0,3,30.0,3148.0,95
10919,5299000,65.0,3,2.55,12,42.4,11,10.3,14756.0,164
10920,7650000,69.7,3,2.6,12,43.1,5,8.2,7518.0,95
10923,3450000,31.0,1,2.5,5,18.0,4,7.0,11949.0,29
10924,3120000,36.0,1,2.7,23,15.4,21,8.7,24329.0,123
10926,10800000,163.0,4,2.7,7,80.0,7,11.8,4648.0,614
10927,4000000,53.4,2,2.7,16,27.1,1,10.3,12123.0,92
10928,4600000,45.0,1,2.7,17,20.0,9,12.0,12245.0,60
10929,9610305,61.0,1,2.7,9,32.35076103954488,5,28.649238960455122,6498.0,95
10930,4490000,50.4,2,2.6,16,26.9,1,7.3,16555.0,302
10931,4150000,41.0,1,2.7,16,21.743954141333443,9,19.256045858666557,16853.0,163
10932,5450000,58.7,3,2.5,9,39.2,7,7.1,11205.0,95
10933,5550000,47.0,1,2.7,25,21.3,7,25.7,12460.0,222
10936,8500000,65.0,2,2.7,15,34.0,13,10.0,14887.0,58
10937,5450000,72.0,3,2.6,9,43.0,8,8.0,14112.0,59
10938,5300000,44.7,2,2.7,9,27.4,6,6.0,16177.0,95
10939,8450000,87.3,4,2.9,4,57.3,2,12.6,4415.0,95
10941,8090000,91.9,3,2.7,22,47.0,20,19.0,11879.0,192
10943,9400000,99.1,2,2.65,4,54.7,4,26.0,3136.0,163
10944,9000000,73.0,3,2.56,15,45.0,14,14.0,11207.0,594
10946,4700000,37.0,1,2.7,25,16.0,16,10.5,15541.0,630
10947,3390000,45.0,1,2.7,19,19.0,3,13.5,15015.0,71
10948,10450000,65.6,3,2.7,6,38.8,5,7.5,3331.0,95
10953,4799000,40.0,1,2.65,16,20.0,10,10.0,11907.0,185
10955,4350000,46.0,2,2.7,5,30.0,5,5.0,11543.0,413
10956,3250000,36.0,1,2.7,20,14.5,5,8.5,21704.0,95
10958,2990000,32.0,2,2.5,5,18.0,5,7.0,17191.0,470
10959,3000000,31.1,1,2.7,5,17.7,2,5.5,9734.0,234
10960,4499000,76.0,3,2.7,10,42.0,2,8.0,22339.0,138
10961,2698000,31.0,1,2.7,5,17.0,4,6.0,14818.0,56
10963,3800000,46.0,2,2.52,5,30.7,1,6.3,9721.0,95
10965,10500000,82.6,3,2.7,21,37.0,5,33.0,13063.0,15
10966,6200000,53.0,1,3.0,6,30.0,1,15.0,1877.0,137
10970,6900000,59.7,2,2.7,17,32.4,13,13.6,13977.0,100
10971,4850000,41.0,1,2.7,25,21.743954141333443,20,19.256045858666557,18523.0,361
10972,3190000,45.3,2,2.5,5,28.0,1,6.5,13690.0,243
10973,4299000,34.0,1,2.7,10,14.0,3,10.0,14714.0,96
10976,5740000,70.0,3,2.7,16,44.0,2,8.0,13031.0,158
10977,5750000,44.5,1,2.7,25,17.0,24,14.3,19277.0,67
10978,14990000,108.8,3,2.9,8,61.8,2,13.0,3371.0,584
10979,3790000,36.5,1,2.65,17,16.0,14,11.0,14908.0,520
10980,6000000,68.0,3,2.7,6,42.6,2,8.4,15604.0,27
10981,5200000,72.0,4,2.5,9,40.0,2,6.0,11652.0,103
10984,6850000,71.5,3,2.7,12,43.0,3,10.7,11503.0,61
10985,3850000,40.0,1,2.6,9,18.0,4,12.0,13851.0,28
10986,3090000,42.0,2,2.5,5,28.0,1,5.0,17168.0,31
10988,2609170,35.09,1,2.7,27,18.609642702911966,22,16.480357297088037,24127.0,43
10990,4550000,42.7,1,2.65,20,17.0,12,11.0,14625.0,112
10991,6050000,68.0,3,3.2,5,41.0,5,11.0,5086.0,328
10994,9800000,147.0,3,3.0,5,84.1,5,17.6,3936.0,970
10996,4800000,47.0,2,2.5,9,30.0,2,8.5,12996.0,433
10997,6500000,88.0,3,2.7,19,46.0,5,10.0,14479.0,16
10999,16000000,83.2,2,2.7,5,38.5,3,18.9,14931.0,447
11003,2600000,32.1,1,2.6,9,15.6,1,8.4,11801.0,26
11004,10400000,47.0,2,2.5,5,24.0,3,8.0,2144.0,127
11005,4500000,45.2,2,2.6,5,27.8,3,7.2,15208.0,95
11006,5500000,43.5,1,2.78,16,22.4,4,10.2,12489.0,4
11008,7100000,51.2,3,2.7,5,27.153425659421277,4,7.0,4319.0,221
11009,5680000,71.5,2,3.45,4,33.0,3,16.0,5768.0,95
11011,5100000,48.9,2,2.5,9,28.3,8,8.7,12170.0,72
11013,6990000,43.0,1,2.75,16,20.0,11,13.0,7426.0,68
11016,2800000,32.6,1,2.5,9,18.0,3,6.3,16829.0,30
11017,6450000,69.0,3,2.5,16,42.0,10,8.0,16555.0,285
11018,13300000,120.0,5,3.0,6,81.0,5,11.0,5489.0,95
11019,4150000,50.0,2,2.7,9,30.0,9,7.0,15838.0,104
11020,6990000,65.5,2,2.75,24,37.5,8,11.0,14784.0,50
11022,12900000,56.0,1,3.0,5,28.0,2,9.0,4327.0,1090
11024,3700000,30.1,1,2.5,9,15.4,4,8.2,12569.0,95
11025,8900000,60.0,2,3.0,3,29.0,3,13.0,5516.0,358
11028,3350000,30.0,1,2.7,9,15.3,7,7.0,15397.0,143
11031,10800000,62.0,2,3.0,7,39.7,1,8.5,9771.0,95
11033,5350000,32.0,1,2.7,14,16.0,10,2.0,3953.0,210
11034,3200000,45.0,2,2.7,5,28.4,1,6.0,11330.0,76
11036,4000000,50.4,2,2.7,9,30.0,2,7.0,12381.0,117
11038,3550000,31.0,1,2.5,9,16.0,8,8.0,10522.0,203
11040,4570000,58.2,3,2.5,5,39.1,2,5.6,17472.0,143
11041,3400000,38.1,1,2.7,19,18.4,19,9.3,21614.0,48
11042,6030000,67.1,3,2.8,11,44.3,10,9.0,11689.0,493
11044,4300000,45.0,2,2.5,5,31.0,1,6.0,14869.0,6
11046,10500000,70.0,2,3.03,7,37.9,3,32.1,5249.0,132
11047,9400000,83.0,3,2.7,4,43.0,4,8.5,3490.0,71
11048,7350000,51.66,1,2.7,20,14.1,10,19.5,10430.0,15
11050,5200000,53.0,2,2.6,12,34.0,6,9.0,17561.0,127
11052,5990000,62.0,2,2.7,13,32.0,9,14.0,13838.0,158
11053,6000000,59.0,2,2.7,18,35.3,17,10.1,13390.0,104
11055,8200000,47.1,1,3.0,8,19.0,8,11.9,11096.0,95
11056,5400000,50.0,1,3.0,4,26.4,1,10.0,2659.0,74
11057,2700000,35.0,1,2.7,15,19.0,13,7.5,17663.0,11
11058,4400000,45.5,2,2.56,5,24.130485693431016,3,21.369514306568984,14703.0,837
11059,16000000,124.6,3,2.7,12,72.0,3,18.4,4600.0,523
11060,9900000,105.2,4,2.7,15,63.9,5,13.3,9479.0,893
11061,6500000,67.7,3,2.5,9,44.3,5,7.1,11212.0,176
11062,2690000,25.48,1,2.75,21,17.19,11,8.29,16414.0,43
11065,5000000,51.3,2,2.7,12,27.206459693912333,1,24.093540306087665,17135.0,933
11066,4800000,46.1,2,2.5,9,28.7,8,7.1,16419.0,179
11067,4600000,40.0,1,2.7,12,20.0,8,10.3,16850.0,366
11068,9684619,85.5,3,2.7,10,45.3,4,15.1,5299.0,388
11071,4250000,42.0,2,2.5,8,28.0,3,7.5,11904.0,58
11072,3350000,33.3,1,2.55,9,17.4,5,8.5,13966.0,15
11073,6700000,64.9,3,2.5,9,43.6,6,7.2,12727.0,220
11075,12160000,106.0,3,2.65,14,57.0,11,14.0,14289.0,95
11076,4000000,31.0,1,2.7,7,16.440550692227728,4,14.559449307772272,3379.0,95
11079,9200000,75.0,2,2.7,36,40.0,29,12.0,20444.0,95
11083,4750000,50.0,3,2.7,5,28.0,4,8.0,4055.0,520
11084,5400000,61.6,2,3.05,4,32.8,1,8.4,11277.0,95
11085,4750000,59.1,3,2.5,9,39.7,2,6.8,12711.0,57
11086,5900000,57.7,2,2.75,7,29.0,7,10.9,15228.0,30
11088,7850000,100.0,3,2.55,16,55.0,5,17.0,22066.0,78
11089,9800000,105.3,4,3.0,4,69.0,1,8.0,7971.0,95
11091,3000000,35.0,1,2.7,9,18.0,9,9.0,11061.0,37
11092,4250000,60.7,3,2.7,9,39.0,7,6.0,15228.0,30
11093,4550000,59.3,3,2.55,9,40.0,6,7.5,12639.0,118
11094,10200000,114.8,3,3.25,5,72.0,5,11.5,1322.0,264
11095,4800000,43.5,2,2.5,9,26.9,1,8.1,11876.0,95
11097,3550000,31.0,1,2.7,5,18.0,5,10.0,11396.0,7
11100,4800000,45.0,1,2.7,16,18.3,3,10.5,11902.0,80
11103,6400000,44.0,2,2.55,5,23.33497517606516,1,20.66502482393484,10178.0,161
11105,4590000,59.0,3,2.5,9,42.0,2,5.0,16080.0,158
11106,3000000,33.0,1,2.7,9,18.0,9,6.3,14439.0,36
11107,8000000,110.0,4,2.7,17,66.0,1,13.0,16005.0,408
11110,5300000,51.0,2,2.5,14,30.2,2,7.6,14684.0,204
11111,10499000,91.4,3,2.6,16,49.0,4,12.0,14742.0,62
11112,8200000,60.0,2,2.7,16,32.0,3,9.0,6255.0,30
11113,4500000,34.5,1,2.7,25,18.296741899414727,7,16.203258100585273,10820.0,60
11115,4500000,42.0,2,2.56,5,27.4,3,5.9,8142.0,26
11117,6812033,60.4,2,3.0,4,32.03255683259854,2,10.44,20802.0,219
11119,8200000,83.6,3,3.1,5,47.0,5,13.0,2453.0,233
11120,3675000,37.3,1,2.5,16,17.9,14,6.5,14139.0,249
11121,4700000,34.7,1,2.5,16,17.4,2,10.4,15140.0,29
11123,3900000,54.7,2,2.56,9,29.00961686660828,5,25.690383133391723,11581.0,45
11124,5700000,57.0,3,2.7,9,42.0,9,7.0,12552.0,145
11125,3700000,45.6,2,2.4,9,29.0,1,7.1,13799.0,138
11126,4500000,41.0,2,2.5,5,28.0,2,7.0,8288.0,7
11130,9150000,60.0,2,2.85,6,32.4,2,10.0,12847.0,37
11131,8100000,47.4,1,3.0,4,26.0,3,13.0,13769.0,67
11135,7490000,80.0,3,2.7,10,50.0,9,11.0,12447.0,1059
11137,5600000,60.3,3,2.53,9,43.2,8,6.3,12182.0,95
11138,3340000,31.1,1,2.5,5,17.1,5,5.5,14812.0,70
11141,4300000,37.1,1,2.7,13,19.0,2,10.7,15098.0,73
11142,17300000,152.0,5,3.63,4,98.0,3,27.0,5185.0,95
11143,4000000,63.0,2,2.7,17,33.0,8,14.0,14883.0,45
11145,4750000,64.2,3,2.5,10,39.8,2,8.5,5799.0,169
11146,8000000,59.0,1,2.74,21,20.0,18,17.4,9432.0,127
11147,3350000,30.2,1,2.5,9,16.5,5,8.0,11110.0,21
11149,11900000,107.2,3,3.2,5,55.3,4,22.3,8955.0,541
11151,29990000,125.0,4,3.0,10,66.29254311382148,6,58.70745688617852,8520.0,95
11153,29000000,162.9,4,3.11,8,114.7,7,17.8,5052.0,231
11155,4350000,39.1,1,2.6,16,16.0,7,11.0,9241.0,95
11156,3150000,29.2,1,2.7,16,15.2,12,6.0,16601.0,43
11157,2900000,27.3,0,2.8,8,20.0,5,7.300000000000001,13729.0,9
11158,4900000,42.5,2,2.5,5,20.6,3,21.9,9252.0,14
11161,4100000,42.2,2,2.65,5,22.38036255522613,3,19.81963744477387,12371.0,38
11162,2998000,40.0,1,2.8,20,18.5,18,13.0,15015.0,393
11163,3600000,29.0,1,2.55,9,15.15,5,6.6,14933.0,6
11164,4500000,48.3,1,2.7,13,23.0,7,10.0,13303.0,195
11165,11000000,75.4,2,3.0,5,37.0,5,17.0,3331.0,90
11166,6100000,64.4,2,2.7,25,32.0,8,9.0,12702.0,320
11167,9900000,85.0,3,2.75,8,50.5,2,13.0,15228.0,275
11168,4800000,58.0,3,2.52,5,39.2,5,6.0,12408.0,99
11169,5881000,57.35,2,2.6,16,30.415018780621292,4,10.69,8627.0,113
11170,3690000,39.0,1,2.7,16,17.5,12,9.0,12832.0,86
11171,5670000,55.0,2,2.6,9,31.0,5,9.0,12638.0,209
11172,3300000,30.0,1,2.7,9,18.0,5,6.0,15074.0,134
11173,4700000,45.0,1,2.7,10,23.86531552097573,7,21.13468447902427,12264.0,89
11175,5990000,62.3,3,3.2,5,41.0,1,7.5,8928.0,652
11176,37998000,160.0,3,2.7,7,69.0,4,30.0,5297.0,340
11177,3200000,45.2,2,2.5,5,31.6,4,5.6,15195.0,14
11178,4000000,46.0,2,2.7,9,28.0,5,7.0,14211.0,60
11179,3676365,33.0,1,3.0,4,27.06,1,5.940000000000001,20802.0,95
11180,6570000,49.0,1,3.0,13,19.0,10,13.6,8460.0,37
11186,6500000,63.0,3,2.7,10,36.3,7,10.3,13496.0,77
11188,3600000,28.9,1,2.7,9,17.0,3,11.899999999999999,9695.0,33
11189,6000000,72.3,3,2.7,4,48.7,3,7.3,7403.0,97
11191,4350000,47.0,2,2.5,9,29.7,6,6.3,14905.0,60
11192,5400000,60.3,3,2.6,9,38.7,1,7.5,15421.0,406
11195,4950000,44.7,1,2.7,26,18.2,15,12.6,18194.0,95
11196,5600000,54.6,2,2.54,10,29.2,2,8.1,14320.0,7
11197,26800000,93.0,2,3.0,6,44.5,5,21.0,5397.0,126
11198,5000000,37.0,1,2.65,12,17.0,5,10.0,14501.0,335
11199,14300000,69.5,2,3.0,6,35.8,2,14.4,2488.0,100
11202,5400000,37.4,1,2.7,17,18.6,12,10.7,14691.0,10
11203,5150000,52.0,2,2.55,10,28.8,8,8.2,15713.0,95
11204,3599000,42.0,1,2.7,16,17.0,7,10.0,22066.0,483
11205,5320000,55.0,2,2.75,16,30.0,13,10.0,22783.0,95
11207,6990000,73.77,3,2.7,25,41.98,2,9.9,15658.0,83
11208,3500000,43.0,1,2.7,14,18.0,9,10.0,14722.0,45
11209,11300000,123.2,5,2.7,5,81.4,2,16.8,3334.0,54
11210,4500000,41.0,1,2.7,17,30.5,3,10.5,14691.0,5
11212,7980000,65.6,2,2.56,7,38.4,1,13.0,13713.0,311
11213,6700000,47.0,1,3.0,20,20.0,15,11.0,10581.0,93
11214,3724812,32.76,1,2.7,5,15.0,3,17.759999999999998,25865.0,136
11216,5999000,61.0,3,2.7,5,41.3,4,8.3,9650.0,105
11218,8650000,88.3,4,2.65,9,67.9,1,8.0,15192.0,95
11219,7000000,66.5,2,2.75,24,32.0,9,9.2,13783.0,123
11220,6400000,75.0,3,3.2,5,51.0,5,10.0,9365.0,27
11221,7290000,68.0,3,3.2,6,48.0,5,7.6,5218.0,160
11222,5690000,47.0,1,2.7,8,17.3,3,14.4,12248.0,95
11223,4900000,67.0,5,2.5,5,28.0,1,7.0,13614.0,107
11224,5705000,42.0,1,2.64,17,17.0,14,12.0,11348.0,95
11225,5840000,39.9,1,2.75,17,16.6,5,10.9,14847.0,95
11226,9200000,98.0,4,3.5,6,57.3,2,15.9,4194.0,10
11228,4600000,44.0,1,2.7,12,16.4,10,10.0,15289.0,278
11229,6600000,62.0,3,2.5,9,42.7,9,8.5,15213.0,14
11231,4299000,33.0,1,2.7,22,18.0,5,6.5,10592.0,45
11232,4100000,45.5,2,2.57,9,27.0,7,6.2,11088.0,35
11233,9975000,61.3,2,2.7,24,33.0,12,12.0,12738.0,330
11234,4670000,47.13,1,2.8,25,24.83,8,11.3,9632.0,164
11235,3750000,39.0,1,2.7,12,20.0,12,19.0,13753.0,256
11239,9998000,65.6,2,4.1,4,33.0,3,9.0,4269.0,589
11241,7685993,75.1,2,2.7,10,40.4,9,14.0,5164.0,45
11243,7200000,56.3,2,3.0,5,36.3,5,8.1,9650.0,60
11245,9133890,87.69,3,2.7,25,42.0,5,14.31,13230.0,719
11247,6100000,72.0,3,2.65,12,44.4,9,8.1,11357.0,95
11249,3880000,37.4,1,2.5,14,21.3,12,7.8,16464.0,233
11251,13000000,91.0,3,2.8,25,45.5,24,12.5,15363.0,178
11253,4750000,36.2,1,2.75,6,15.5,6,9.5,12082.0,679
11255,4600000,36.4,1,2.8,17,17.8,11,10.8,13777.0,98
11257,8600000,90.0,3,2.6,16,55.5,12,8.5,14515.0,20
11260,2700000,32.5,1,2.7,12,14.3,11,7.4,12062.0,162
11261,5600000,62.6,2,2.7,15,37.9,5,10.0,8919.0,60
11262,3759000,36.0,1,2.7,17,16.0,13,11.0,12409.0,356
11263,22200000,77.0,2,2.7,8,41.6,3,15.0,7359.0,155
11264,3750000,49.0,4,2.7,5,38.0,4,5.0,11802.0,99
11265,2695000,30.0,1,2.5,5,16.0,3,7.0,14703.0,83
11268,4500000,45.0,1,2.8,16,20.1,9,12.2,15091.0,129
11271,4550000,39.0,1,2.7,10,17.0,5,10.5,15381.0,53
11272,4750000,55.0,2,2.65,16,32.0,1,10.5,14137.0,1057
11273,8990000,113.9,4,2.7,8,70.4,3,12.0,16470.0,653
11274,15300000,87.4,3,2.7,15,52.4,8,12.3,13114.0,95
11279,14500000,97.0,3,2.75,14,53.3,2,17.7,12480.0,242
11283,5700000,56.0,2,2.7,12,35.0,6,9.0,8418.0,33
11286,4900000,64.0,3,2.5,9,39.6,1,10.0,15062.0,238
11289,3720000,35.74,1,2.67,12,16.61,10,10.49,22265.0,35
11290,3499000,38.0,2,2.55,5,23.0,1,7.5,13746.0,457
11291,9290000,104.3,4,3.0,5,75.4,3,8.4,8328.0,95
11293,3750000,42.0,1,2.7,16,20.0,13,11.0,20913.0,10
11294,6200000,55.6,2,2.54,14,34.0,2,7.6,13205.0,95
11295,5250000,42.97,1,2.7,19,20.0,7,12.0,17734.0,172
11297,2600000,30.5,1,2.55,9,17.8,1,6.2,16447.0,58
11298,14500000,107.0,3,2.7,9,56.4,3,14.0,4964.0,90
11299,5300000,39.0,1,2.75,12,19.0,7,8.0,12572.0,27
11302,14900000,108.0,3,2.7,24,57.27675725034175,10,50.72324274965825,14445.0,328
11304,5100000,57.8,3,3.0,6,37.2,5,8.0,3826.0,43
11305,16650000,97.7,3,3.0,11,56.4,10,17.0,16825.0,95
11308,8999000,80.0,3,2.7,5,56.0,1,9.0,10822.0,81
11309,18900000,110.0,3,3.0,5,58.3374379401629,3,51.6625620598371,4022.0,95
11310,21161062,169.2,4,3.3,16,111.86,4,15.07,8460.0,95
11312,6200000,65.2,3,2.7,9,42.7,6,10.0,11676.0,240
11313,3247000,37.0,1,2.7,25,21.0,8,16.0,16077.0,155
11314,8000000,51.0,2,3.0,7,19.0,5,21.0,10052.0,127
11315,25835000,141.2,4,2.7,10,93.1,3,17.0,5457.0,378
11317,4050000,40.4,1,2.55,10,10.7,8,18.6,15096.0,235
11318,9390000,107.4,4,2.6,16,67.8,5,13.5,14722.0,96
11319,26450000,284.0,4,2.7,6,130.3,5,35.0,4341.0,145
11322,3990000,35.1,1,2.7,9,18.3,4,7.0,16199.0,15
11324,6900000,47.0,1,2.7,19,12.5,5,20.2,4844.0,180
11325,5400000,57.2,2,2.6,10,30.0,1,11.0,10708.0,95
11326,6800000,74.8,3,2.5,9,45.0,4,17.0,16217.0,108
11327,7700000,64.0,2,2.75,25,33.0,8,10.0,11001.0,23
11329,95000000,190.0,5,3.0,7,130.0,6,25.0,1032.0,18
11330,4253000,44.3,1,2.7,5,23.49407727953833,4,20.805922720461666,16611.0,14
11332,9830000,79.0,3,3.0,7,54.0,7,9.5,8381.0,316
11335,15786435,135.0,4,2.7,21,78.0,20,13.0,16952.0,170
11336,72375000,169.3,4,3.0,8,95.4,4,22.5,6737.0,571
11337,17850000,171.0,3,2.55,11,80.0,10,45.0,7257.0,95
11339,4600000,52.2,2,2.5,9,27.3,6,8.0,12553.0,90
11340,3190000,33.8,1,2.5,9,19.0,8,7.1,16608.0,17
11344,5500000,56.7,2,2.88,5,33.8,2,8.8,8872.0,453
11350,4650000,58.2,3,2.5,9,39.8,4,6.2,15719.0,370
11353,4890000,50.7,2,2.5,14,31.0,6,8.0,16425.0,81
11354,5350000,53.0,2,2.7,9,28.108038280260306,9,24.891961719739694,13382.0,168
11355,3950000,45.8,2,2.5,9,28.6,9,7.0,12635.0,73
11356,4785000,41.0,1,2.65,9,20.3,6,9.3,6407.0,90
11360,3300000,33.0,1,2.7,17,18.0,10,6.0,8175.0,45
11361,6150000,42.0,1,2.7,7,21.0,4,12.0,6855.0,217
11363,4275000,37.6,1,2.7,10,17.3,4,8.9,16655.0,46
11364,17900000,239.0,5,3.55,5,154.0,2,12.0,4726.0,179
11365,6450000,56.0,2,3.2,5,30.0,5,16.0,6657.0,84
11366,4800000,56.4,2,2.5,16,31.3,13,10.0,22291.0,95
11367,5500000,86.8,4,2.55,10,55.9,3,11.8,22010.0,171
11369,5390000,52.2,2,2.7,12,30.0,9,8.0,13163.0,95
11372,5100000,39.1,1,2.7,18,19.2,9,9.9,15134.0,95
11373,4540000,36.0,1,2.7,16,20.1,14,10.1,14760.0,60
11374,11475975,112.2,4,2.7,11,72.1,3,12.0,5332.0,95
11375,12980000,115.3,4,2.82,20,64.1,15,14.7,11903.0,95
11376,5200000,42.5,1,2.7,9,20.4,6,9.0,14219.0,95
11377,13850000,107.0,3,2.7,24,56.6,10,14.0,13107.0,60
11378,8600000,54.0,2,2.75,18,40.0,14,10.0,14024.0,70
11379,14750000,120.4,3,3.5,5,75.0,5,13.0,2846.0,95
11380,8300000,92.0,3,2.7,5,48.79131173177261,2,43.20868826822739,1917.0,279
11381,39900000,160.0,3,3.2,7,85.0,3,15.4,6516.0,326
11382,3600000,28.0,0,2.8,25,15.0,16,13.0,14816.0,173
11383,9800000,65.5,2,2.5,12,33.7,3,10.3,13053.0,81
11384,6500000,49.8,1,2.75,12,16.6,11,18.0,15032.0,133
11385,4300000,58.0,3,2.55,5,42.0,1,6.0,16098.0,45
11386,4850000,47.2,2,2.7,10,26.1,5,7.3,7437.0,30
11387,12500000,91.0,3,2.76,24,49.0,23,11.0,12884.0,134
11388,4500000,33.6,1,2.7,20,15.6,16,8.9,11975.0,48
11390,4600000,38.2,1,2.7,21,17.0,6,8.08,16398.0,55
11391,4200000,39.1,1,2.7,9,20.0,9,19.1,15142.0,160
11392,5700000,58.0,3,2.6,5,39.9,4,5.8,11784.0,39
11393,3790000,41.6,1,2.85,17,16.4,11,11.9,15884.0,52
11394,4695000,49.3,2,2.64,19,26.14577900409119,17,9.5,21997.0,225
11395,6295000,57.2,2,2.6,10,40.5,10,15.5,13949.0,97
11396,5600000,61.8,3,2.5,9,41.9,2,8.1,15771.0,4
11397,13500000,107.9,3,2.77,17,57.2,9,19.7,9874.0,106
11401,6900000,62.0,2,2.8,25,33.0,20,14.0,13936.0,30
11402,3650000,49.0,4,2.7,5,37.2,3,5.3,14101.0,91
11403,6200000,78.0,3,2.7,18,41.3665469030246,12,36.6334530969754,22358.0,63
11404,6000000,48.0,2,2.7,27,28.0,9,10.0,14979.0,126
11405,6890000,83.4,2,2.7,16,44.8,7,15.3,10647.0,10
11406,3200000,31.9,1,2.7,9,17.6,2,6.1,15552.0,5
11409,9990000,120.0,6,2.7,16,96.0,3,18.0,14353.0,323
11412,11100000,88.4,4,3.5,4,60.7,2,7.7,729.0,142
11413,13500000,115.1,4,3.0,5,78.6,5,12.0,4677.0,34
11414,5600000,62.4,3,2.75,9,40.0,4,9.5,11270.0,312
11416,3800000,30.5,1,2.5,9,17.7,2,6.2,10124.0,277
11417,6450000,60.0,3,2.7,9,43.7,9,6.0,8476.0,17
11418,4850000,37.4,1,2.7,17,18.6,3,10.7,12218.0,60
11420,5000000,61.0,3,2.7,7,44.0,6,10.0,5142.0,188
11421,3300000,32.5,1,2.55,9,18.0,1,6.2,15861.0,1362
11422,3580000,40.0,1,2.65,24,17.0,19,10.0,20878.0,95
11423,4200000,60.0,3,2.52,9,43.3,2,6.3,15945.0,47
11428,9890000,93.0,3,2.7,3,57.0,2,14.0,10676.0,95
11429,7775417,84.6,3,2.75,27,49.74,17,11.78,18194.0,215
11430,85000000,145.7,3,3.36,5,87.23,5,20.31,6917.0,95
11431,6350000,77.0,4,2.5,9,57.0,4,10.0,15033.0,36
11432,7600000,45.1,1,2.7,22,16.3,16,13.6,15032.0,95
11433,5280000,60.7,3,2.5,9,40.8,5,7.0,16270.0,113
11436,24000000,316.3,8,2.7,5,187.0,5,129.3,5129.0,542
11438,34979000,198.0,5,2.7,5,147.0,3,16.0,1085.0,90
11440,3690000,39.2,1,2.7,9,22.4,6,6.9,13161.0,62
11441,4400000,36.8,1,2.65,24,26.0,20,10.0,14779.0,11
11443,4350000,40.0,1,2.6,18,21.0,9,9.0,13956.0,254
11444,9400000,94.0,2,2.7,5,30.6,5,21.0,16650.0,21
11445,4300000,46.0,2,2.5,9,30.0,9,6.0,16057.0,131
11446,4000000,45.0,2,2.55,5,28.2,3,6.0,11835.0,224
11448,5900000,43.5,1,2.8,24,16.5,18,14.6,12886.0,88
11449,6800000,46.0,1,2.7,12,17.0,11,14.0,10720.0,234
11450,6000000,85.3,3,2.7,19,47.9,16,11.9,15178.0,60
11453,7250000,75.0,2,3.06,7,35.0,4,25.0,5581.0,85
11454,6000000,54.0,2,2.55,17,33.0,13,9.0,14206.0,83
11455,4600000,41.0,1,2.7,12,20.0,4,10.0,12851.0,95
11456,4500000,63.0,2,2.7,5,38.6,3,9.9,19391.0,71
